region,price,year,manufacturer,model,condition,cylinders,fuel,odometer,title_status,transmission,drive,size,type,paint_color,state,lat,long,description_length,posting_year,posting_month,car_age,odometer_per_year,is_high_mileage,manufacturer_frequency
modesto,13899,2013.0,audi,Other,Unknown,4 cylinders,other,120480.0,clean,automatic,4wd,Unknown,SUV,white,ca,37.797142,-121.230484,1579,2021.0,4.0,8.0,15060.0,0,0.01865
Other,39990,2020.0,acura,Other,good,6 cylinders,gas,1237.0,clean,other,Unknown,Unknown,other,white,al,32.35,-86.28,4474,2021.0,4.0,1.0,1237.0,0,0.01315
Other,16500,2016.0,ford,Other,excellent,4 cylinders,gas,66500.0,clean,manual,fwd,Unknown,hatchback,white,az,35.194516,-114.054565,570,2021.0,5.0,5.0,13300.0,0,0.1533
tampa bay area,10995,2015.0,hyundai,Other,Unknown,Unknown,gas,117240.0,clean,automatic,Unknown,compact,coupe,silver,fl,27.999033,-82.459702,1992,2021.0,4.0,6.0,19540.0,0,0.0267
reno / tahoe,24980,2019.0,subaru,Other,Unknown,4 cylinders,gas,26102.0,clean,automatic,4wd,Unknown,SUV,white,ca,39.505578,-119.786448,4349,2021.0,4.0,2.0,13051.0,0,0.0224
SF bay area,21990,2020.0,hyundai,Other,good,Unknown,gas,3723.0,clean,other,fwd,Unknown,hatchback,blue,ca,37.81,-122.3,3961,2021.0,5.0,1.0,3723.0,0,0.0267
Other,38590,2020.0,lincoln,Other,good,6 cylinders,gas,1772.0,clean,other,fwd,Unknown,sedan,black,ga,32.44,-81.77,4109,2021.0,4.0,1.0,1772.0,0,0.00915
Other,8988,2008.0,honda,Other,Unknown,6 cylinders,gas,108650.0,clean,automatic,Unknown,Unknown,Unknown,blue,fl,30.468691,-87.25386,820,2021.0,5.0,13.0,8357.692307692309,0,0.0545
fresno / madera,25590,2017.0,jaguar,Other,good,Unknown,other,27662.0,clean,automatic,rwd,Unknown,sedan,white,ca,33.779214,-84.411811,4095,2021.0,4.0,4.0,6915.5,0,0.00495
palm springs,5999,2003.0,volvo,Other,excellent,6 cylinders,gas,61000.0,clean,automatic,Unknown,Unknown,sedan,Unknown,ca,33.743904,-116.359028,6465,2021.0,5.0,18.0,3388.8888888888887,0,0.00935
redding,19998,2014.0,toyota,Other,excellent,8 cylinders,gas,200748.0,clean,automatic,4wd,Unknown,truck,Unknown,ca,38.611373,-121.430328,6192,2021.0,5.0,7.0,28678.285714285714,1,0.09435
reno / tahoe,16990,2015.0,volkswagen,Other,good,Unknown,other,42820.0,clean,other,fwd,Unknown,sedan,blue,ca,33.7865,-84.4454,4142,2021.0,4.0,6.0,7136.666666666667,0,0.02345
chico,11998,2013.0,cadillac,Other,excellent,Unknown,gas,130527.0,clean,automatic,fwd,Unknown,sedan,Unknown,ca,38.641098,-121.428624,6889,2021.0,4.0,8.0,16315.875,0,0.01445
fresno / madera,29990,2017.0,honda,Other,good,Unknown,other,25196.0,clean,other,Unknown,Unknown,SUV,white,ca,33.7865,-84.4454,3974,2021.0,4.0,4.0,6299.0,0,0.0545
reno / tahoe,12450,2002.0,chevrolet,Other,excellent,8 cylinders,gas,138511.0,clean,automatic,4wd,Unknown,pickup,white,ca,39.535256,-119.769017,218,2021.0,5.0,19.0,7290.0526315789475,0,0.11195
little rock,9800,2009.0,mercedes-benz,Other,Unknown,Unknown,gas,105489.0,clean,automatic,Unknown,Unknown,Unknown,Unknown,ar,34.701282,-92.345246,455,2021.0,4.0,12.0,8790.75,0,0.03715
stockton,18207,2018.0,honda,civic,Unknown,4 cylinders,gas,42536.0,clean,automatic,fwd,mid-size,sedan,blue,ca,38.020966,-121.28853,4581,2021.0,4.0,3.0,14178.666666666666,0,0.0545
orlando,10000,2003.0,chevrolet,Other,Unknown,Unknown,gas,160000.0,clean,automatic,Unknown,Unknown,Unknown,Unknown,fl,28.3949,-81.4179,478,2021.0,5.0,18.0,8888.888888888889,1,0.11195
visalia-tulare,27178,2018.0,chevrolet,Other,Unknown,6 cylinders,gas,50595.0,clean,automatic,fwd,Unknown,SUV,white,ca,36.081353,-119.035518,5532,2021.0,4.0,3.0,16865.0,0,0.11195
chico,11998,2013.0,cadillac,Other,excellent,Unknown,gas,130527.0,clean,automatic,fwd,Unknown,sedan,Unknown,ca,38.641098,-121.428624,6889,2021.0,4.0,8.0,16315.875,0,0.01445
hartford,14495,2012.0,ford,Other,Unknown,Unknown,other,101788.0,clean,automatic,fwd,Unknown,wagon,white,ct,40.894535,-74.152367,2357,2021.0,4.0,9.0,11309.777777777777,0,0.1533
bakersfield,53895,2016.0,ford,Other,Unknown,Unknown,diesel,77616.0,clean,automatic,4wd,Unknown,Unknown,black,ca,34.070311,-117.446303,3995,2021.0,4.0,5.0,15523.2,0,0.1533
san diego,27900,2018.0,toyota,tacoma,excellent,4 cylinders,gas,45495.0,clean,automatic,rwd,full-size,truck,white,ca,33.875577,-117.570384,4433,2021.0,5.0,3.0,15165.0,0,0.09435
san luis obispo,10500,2010.0,toyota,prius,Unknown,Unknown,hybrid,102564.0,clean,automatic,fwd,Unknown,sedan,red,ca,35.267013,-120.670023,3990,2021.0,4.0,11.0,9324.0,0,0.09435
daytona beach,27414,2018.0,ford,Other,Unknown,Unknown,gas,28510.0,clean,automatic,Unknown,Unknown,Unknown,Unknown,fl,29.801275,-82.529182,2166,2021.0,4.0,3.0,9503.333333333334,0,0.1533
tallahassee,7990,2006.0,bmw,Other,Unknown,Unknown,gas,80000.0,clean,automatic,Unknown,Unknown,Unknown,Unknown,fl,30.4874,-84.3189,251,2021.0,4.0,15.0,5333.333333333333,0,0.0387
orange county,6750,2013.0,kia,Other,like new,4 cylinders,gas,103000.0,clean,automatic,fwd,full-size,sedan,silver,ca,33.7875,-117.8776,687,2021.0,5.0,8.0,12875.0,0,0.0204
Other,27995,2012.0,ford,Other,Unknown,Unknown,gas,47380.0,clean,automatic,Unknown,Unknown,Unknown,white,al,34.9506,-85.2432,3001,2021.0,4.0,9.0,5264.444444444444,0,0.1533
yuba-sutter,16988,2013.0,chevrolet,Other,excellent,Unknown,gas,170004.0,clean,automatic,4wd,Unknown,SUV,silver,ca,38.608824,-121.400837,4872,2021.0,4.0,8.0,21250.5,1,0.11195
san diego,3995,2005.0,toyota,Other,good,4 cylinders,gas,209000.0,clean,automatic,fwd,mid-size,sedan,red,ca,32.8178,-116.9223,1800,2021.0,5.0,16.0,13062.5,1,0.09435
Other,2000,1997.0,subaru,Other,good,Unknown,gas,233847.0,clean,automatic,Unknown,Unknown,wagon,red,az,32.709,-114.6522,527,2021.0,5.0,24.0,9743.625,1,0.0224
redding,10988,2016.0,jeep,Other,excellent,4 cylinders,gas,,clean,automatic,4wd,Unknown,SUV,red,ca,38.5892,-121.4057,4518,2021.0,4.0,5.0,,0,0.03625
south florida,14465,2015.0,bmw,Other,excellent,other,gas,117480.0,Unknown,automatic,Unknown,Unknown,coupe,Unknown,fl,25.992692,-80.142182,4927,2021.0,5.0,6.0,19580.0,0,0.0387
Other,13288,2016.0,kia,Other,good,4 cylinders,gas,107305.0,clean,automatic,fwd,Unknown,sedan,black,ca,38.610767,-121.422557,2829,2021.0,4.0,5.0,21461.0,0,0.0204
ventura county,26990,2016.0,lincoln,Other,good,6 cylinders,gas,14357.0,clean,automatic,fwd,Unknown,SUV,Unknown,ca,33.7865,-84.4454,3968,2021.0,4.0,5.0,2871.4,0,0.00915
anchorage / mat-su,20991,2011.0,gmc,Other,Unknown,8 cylinders,gas,135636.0,clean,automatic,4wd,Unknown,SUV,black,ak,61.180231,-149.869503,4383,2021.0,4.0,10.0,13563.6,0,0.0319
delaware,13995,2015.0,chrysler,Other,good,6 cylinders,gas,130021.0,clean,automatic,4wd,Unknown,sedan,brown,de,38.72573,-75.58994,3182,2021.0,4.0,6.0,21670.166666666668,0,0.0129
Other,7000,1990.0,ram,Other,good,Unknown,gas,133849.0,clean,automatic,Unknown,Unknown,truck,red,fl,30.3105,-85.9106,1319,2021.0,4.0,31.0,4317.709677419355,0,0.0382
jacksonville,14999,2013.0,bmw,Other,excellent,4 cylinders,gas,106315.0,clean,automatic,rwd,Unknown,sedan,blue,fl,30.289976,-81.635535,577,2021.0,4.0,8.0,13289.375,0,0.0387
Other,30590,2017.0,infiniti,Other,good,6 cylinders,gas,34415.0,clean,other,Unknown,Unknown,coupe,black,al,32.35,-86.28,4053,2021.0,4.0,4.0,8603.75,0,0.01375
prescott,5500,2004.0,chevrolet,Other,excellent,6 cylinders,gas,183755.0,clean,automatic,rwd,mid-size,coupe,white,az,34.5917,-112.4265,439,2021.0,4.0,17.0,10809.117647058823,1,0.11195
prescott,10800,2013.0,Unknown,Other,excellent,4 cylinders,gas,87945.0,clean,automatic,fwd,compact,coupe,grey,az,34.543413,-112.45569,648,2021.0,4.0,8.0,10993.125,0,0.04385
stockton,29990,2020.0,subaru,Other,good,Unknown,other,963.0,clean,other,rwd,Unknown,coupe,blue,ca,33.779214,-84.411811,4858,2021.0,4.0,1.0,963.0,0,0.0224
new haven,3800,2005.0,subaru,forester,excellent,4 cylinders,gas,230000.0,clean,automatic,4wd,compact,hatchback,white,ct,41.177,-73.1336,153,2021.0,4.0,16.0,14375.0,1,0.0224
modesto,15999,2012.0,chrysler,Other,Unknown,6 cylinders,gas,67403.0,clean,automatic,rwd,Unknown,sedan,silver,ca,37.961518,-121.273657,2973,2021.0,5.0,9.0,7489.222222222223,0,0.0129
bakersfield,21590,2018.0,mitsubishi,Other,good,Unknown,other,44422.0,clean,other,4wd,Unknown,SUV,white,ca,35.38,-119.02,4169,2021.0,4.0,3.0,14807.333333333334,0,0.00675
flagstaff / sedona,30590,2019.0,honda,Other,good,Unknown,other,23645.0,clean,other,Unknown,Unknown,pickup,silver,az,33.7865,-84.4454,4040,2021.0,4.0,2.0,11822.5,0,0.0545
yuba-sutter,9499,2006.0,toyota,Other,excellent,4 cylinders,gas,176407.0,clean,automatic,Unknown,Unknown,SUV,Unknown,ca,39.123441,-121.61144,2110,2021.0,5.0,15.0,11760.466666666667,1,0.09435
orange county,27985,2016.0,lexus,Other,Unknown,4 cylinders,hybrid,39381.0,clean,automatic,4wd,compact,wagon,white,ca,33.7346,-117.7869,341,2021.0,4.0,5.0,7876.2,0,0.02515
tallahassee,24990,2016.0,mazda,Other,good,Unknown,gas,6218.0,clean,other,rwd,Unknown,other,Unknown,fl,33.779214,-84.411811,4385,2021.0,5.0,5.0,1243.6,0,0.0144
tampa bay area,5200,2009.0,mercury,Other,Unknown,Unknown,gas,96000.0,clean,automatic,Unknown,Unknown,Unknown,Unknown,fl,27.872101,-82.728596,342,2021.0,5.0,12.0,8000.0,0,0.0026
Other,8990,2015.0,chevrolet,Other,good,4 cylinders,gas,105206.0,clean,automatic,fwd,compact,SUV,red,fl,30.174916,-85.624915,260,2021.0,4.0,6.0,17534.333333333332,0,0.11195
colorado springs,9995,2015.0,fiat,Other,Unknown,4 cylinders,gas,63620.0,clean,automatic,fwd,Unknown,hatchback,custom,co,38.826995,-104.840516,455,2021.0,5.0,6.0,10603.333333333334,0,0.00285
stockton,7995,2012.0,hyundai,Other,excellent,4 cylinders,gas,120263.0,clean,automatic,Unknown,Unknown,hatchback,Unknown,ca,38.611373,-121.430328,6856,2021.0,4.0,9.0,13362.555555555555,0,0.0267
santa barbara,32990,2018.0,ford,Other,good,8 cylinders,gas,20558.0,clean,other,Unknown,Unknown,pickup,Unknown,ca,33.7865,-84.4454,4848,2021.0,4.0,3.0,6852.666666666667,0,0.1533
reno / tahoe,31500,2017.0,audi,Other,like new,6 cylinders,gas,35000.0,clean,automatic,4wd,mid-size,sedan,grey,ca,39.279441,-119.771748,435,2021.0,5.0,4.0,8750.0,0,0.01865
redding,19999,2012.0,audi,Other,Unknown,6 cylinders,gas,104000.0,clean,automatic,4wd,Unknown,sedan,grey,ca,38.614287,-121.270495,3527,2021.0,4.0,9.0,11555.555555555555,0,0.01865
Other,14995,2015.0,ford,fusion,excellent,4 cylinders,gas,76196.0,clean,automatic,fwd,Unknown,sedan,grey,ca,40.591715,-124.146645,528,2021.0,4.0,6.0,12699.333333333334,0,0.1533
delaware,33590,2017.0,audi,Other,good,6 cylinders,gas,14318.0,clean,automatic,Unknown,Unknown,SUV,black,de,33.7865,-84.4454,4157,2021.0,4.0,4.0,3579.5,0,0.01865
orange county,6900,2002.0,ford,Other,Unknown,Unknown,gas,209000.0,clean,automatic,Unknown,Unknown,Unknown,Unknown,ca,34.0653,-117.8978,210,2021.0,4.0,19.0,11000.0,1,0.1533
new haven,11900,2013.0,chevrolet,Other,excellent,8 cylinders,gas,195000.0,clean,automatic,4wd,full-size,SUV,brown,ct,41.597,-72.9828,302,2021.0,4.0,8.0,24375.0,1,0.11195
south florida,9988,2010.0,volkswagen,jetta,excellent,Unknown,gas,58324.0,clean,automatic,fwd,Unknown,sedan,Unknown,fl,27.2889,-80.298,382,2021.0,5.0,11.0,5302.181818181818,0,0.02345
redding,16500,2015.0,chevrolet,Other,excellent,Unknown,gas,136712.0,clean,automatic,4wd,Unknown,pickup,white,ca,38.608824,-121.400837,5178,2021.0,5.0,6.0,22785.333333333332,0,0.11195
stockton,15999,2014.0,ford,Other,Unknown,Unknown,gas,119986.0,clean,automatic,Unknown,Unknown,SUV,white,ca,38.628015,-121.401179,1811,2021.0,5.0,7.0,17140.85714285714,0,0.1533
delaware,5200,2009.0,ford,escape,excellent,6 cylinders,gas,199000.0,clean,automatic,4wd,mid-size,SUV,white,de,39.7571,-75.5635,190,2021.0,4.0,12.0,16583.333333333332,1,0.1533
"washington, DC",45000,1997.0,Unknown,Other,excellent,8 cylinders,diesel,290000.0,clean,automatic,rwd,Unknown,other,blue,dc,38.9277,-76.9762,653,2021.0,4.0,24.0,12083.333333333334,1,0.04385
SF bay area,27990,2017.0,honda,Other,good,Unknown,other,29719.0,clean,other,Unknown,Unknown,other,black,ca,37.45,-122.1,4035,2021.0,5.0,4.0,7429.75,0,0.0545
jacksonville,26900,2017.0,dodge,Other,excellent,6 cylinders,gas,38891.0,Unknown,automatic,Unknown,Unknown,van,Unknown,fl,28.59698,-81.398555,4823,2021.0,4.0,4.0,9722.75,0,0.0322
Other,20990,2015.0,lexus,Other,excellent,6 cylinders,gas,68562.0,clean,automatic,Unknown,compact,sedan,grey,fl,30.409368,-86.841903,98,2021.0,4.0,6.0,11427.0,0,0.02515
palm springs,42115,2021.0,ford,Other,excellent,6 cylinders,gas,3035.0,Unknown,automatic,Unknown,Unknown,truck,Unknown,ca,33.777106,-116.452952,6012,2021.0,4.0,0.0,3035.0,0,0.1533
reno / tahoe,59995,2015.0,gmc,Other,excellent,Unknown,diesel,74668.0,clean,automatic,4wd,Unknown,Unknown,white,ca,39.748325,-122.197907,5053,2021.0,5.0,6.0,12444.666666666666,0,0.0319
tampa bay area,35999,2011.0,ford,Other,Unknown,8 cylinders,diesel,177627.0,clean,automatic,4wd,Unknown,pickup,blue,fl,28.8013,-81.285,9844,2021.0,4.0,10.0,17762.7,1,0.1533
chico,13495,2016.0,mini,Other,excellent,4 cylinders,gas,121708.0,Unknown,other,Unknown,Unknown,hatchback,Unknown,ca,38.624043,-121.401842,5060,2021.0,5.0,5.0,24341.6,0,0.0072
"washington, DC",4999,2008.0,chevrolet,impala,Unknown,6 cylinders,other,100867.0,clean,automatic,fwd,Unknown,sedan,custom,dc,38.2481,-77.4681,4413,2021.0,5.0,13.0,7759.0,0,0.11195
Other,7995,2009.0,mercedes-benz,e-class,excellent,Unknown,diesel,168860.0,clean,automatic,rwd,Unknown,sedan,white,ga,34.139588,-83.971135,8828,2021.0,4.0,12.0,14071.666666666666,1,0.03715
ventura county,21888,2018.0,ford,Other,excellent,4 cylinders,gas,12190.0,Unknown,automatic,Unknown,Unknown,SUV,Unknown,ca,34.264798,-119.246834,6933,2021.0,4.0,3.0,4063.3333333333335,0,0.1533
orlando,6999,2002.0,ram,1500,excellent,8 cylinders,gas,177650.0,clean,automatic,rwd,full-size,truck,brown,fl,28.6625,-81.4117,572,2021.0,5.0,19.0,9350.0,1,0.0382
stockton,3500,2017.0,Unknown,Other,Unknown,other,gas,0.0,clean,automatic,rwd,Unknown,sedan,black,ca,37.797142,-121.230484,854,2021.0,4.0,4.0,0.0,0,0.04385
sacramento,19188,2013.0,lexus,Other,good,6 cylinders,gas,115542.0,clean,automatic,Unknown,Unknown,other,Unknown,ca,38.610767,-121.422557,3324,2021.0,5.0,8.0,14442.75,0,0.02515
san diego,6900,2009.0,honda,Other,like new,4 cylinders,gas,170000.0,clean,automatic,fwd,mid-size,coupe,grey,ca,32.7604,-117.0115,328,2021.0,5.0,12.0,14166.666666666666,1,0.0545
jacksonville,27000,2017.0,ford,f-150,Unknown,Unknown,gas,135831.0,clean,automatic,fwd,Unknown,pickup,Unknown,fl,28.329026,-81.404237,3684,2021.0,5.0,4.0,33957.75,0,0.1533
prescott,18590,2017.0,mazda,Other,good,Unknown,gas,34723.0,clean,other,fwd,Unknown,hatchback,blue,az,34.62,-112.42,4217,2021.0,4.0,4.0,8680.75,0,0.0144
new haven,7500,2012.0,fiat,Other,excellent,4 cylinders,gas,85700.0,clean,automatic,fwd,compact,convertible,white,ct,41.3852,-73.1536,208,2021.0,4.0,9.0,9522.222222222223,0,0.00285
treasure coast,2000,1998.0,chevrolet,1500,good,5 cylinders,gas,250000.0,clean,other,rwd,Unknown,truck,black,fl,27.633,-80.4031,93,2021.0,4.0,23.0,10869.565217391304,1,0.11195
palm springs,10800,2012.0,honda,Other,Unknown,Unknown,gas,216000.0,clean,automatic,4wd,Unknown,Unknown,Unknown,ca,33.675,-116.1772,421,2021.0,5.0,9.0,24000.0,1,0.0545
daytona beach,36999,2012.0,ford,Other,Unknown,8 cylinders,diesel,164954.0,clean,automatic,4wd,Unknown,pickup,black,fl,28.8013,-81.285,10849,2021.0,4.0,9.0,18328.222222222223,1,0.1533
Other,35975,,Unknown,Other,Unknown,6 cylinders,gas,34219.0,clean,automatic,fwd,Unknown,SUV,silver,fl,29.676827,-82.319202,4576,2021.0,5.0,,34219.0,0,0.04385
Other,8799,2006.0,acura,Other,Unknown,4 cylinders,gas,89375.0,clean,automatic,fwd,Unknown,sedan,white,ga,34.0025,-84.4633,5570,2021.0,4.0,15.0,5958.333333333333,0,0.01315
tucson,9000,2006.0,rover,Other,Unknown,8 cylinders,gas,135000.0,clean,automatic,4wd,Unknown,SUV,grey,az,32.325739,-110.929127,1516,2021.0,4.0,15.0,9000.0,0,0.00595
orlando,10990,2015.0,honda,Other,excellent,4 cylinders,gas,116490.0,clean,automatic,fwd,compact,hatchback,white,fl,28.5891,-81.2277,271,2021.0,4.0,6.0,19415.0,0,0.0545
Other,22990,2012.0,toyota,Other,good,Unknown,gas,37725.0,clean,other,Unknown,Unknown,pickup,white,ga,32.08,-81.1,4622,2021.0,4.0,9.0,4191.666666666667,0,0.09435
Other,18990,2013.0,bmw,Other,good,Unknown,other,72435.0,clean,other,Unknown,Unknown,convertible,black,ga,31.15,-81.48,4863,2021.0,4.0,8.0,9054.375,0,0.0387
Other,32995,1999.0,Unknown,Other,good,6 cylinders,gas,21408.0,clean,automatic,rwd,mid-size,convertible,black,fl,30.4129,-87.3092,1124,2021.0,4.0,22.0,973.0909090909091,0,0.04385
tampa bay area,15991,2015.0,chevrolet,Other,Unknown,Unknown,gas,73076.0,clean,Unknown,Unknown,compact,coupe,black,fl,27.946392,-82.342089,4033,2021.0,5.0,6.0,12179.333333333334,0,0.11195
yuba-sutter,10999,2012.0,ford,f-150,excellent,6 cylinders,gas,204361.0,clean,automatic,rwd,full-size,pickup,white,ca,38.608933,-121.430188,16333,2021.0,5.0,9.0,22706.777777777777,1,0.1533
sarasota-bradenton,8995,2001.0,ford,f-150,Unknown,Unknown,gas,166107.0,clean,automatic,fwd,Unknown,pickup,blue,fl,27.26977,-82.48229,1733,2021.0,4.0,20.0,8305.35,1,0.1533
Other,4995,2002.0,jeep,Other,good,6 cylinders,gas,234670.0,clean,automatic,rwd,full-size,SUV,green,fl,30.4129,-87.3092,1293,2021.0,4.0,19.0,12351.052631578947,1,0.03625
redding,13995,2011.0,subaru,outback,excellent,Unknown,gas,57895.0,clean,automatic,4wd,Unknown,wagon,Unknown,ca,38.614952,-121.271667,4288,2021.0,4.0,10.0,5789.5,0,0.0224
sarasota-bradenton,8497,2006.0,ford,mustang,Unknown,6 cylinders,gas,127000.0,clean,automatic,rwd,Unknown,convertible,black,fl,27.329701,-82.530265,4014,2021.0,4.0,15.0,8466.666666666666,0,0.1533
inland empire,19900,2019.0,hyundai,Other,excellent,4 cylinders,gas,49622.0,clean,automatic,fwd,Unknown,wagon,red,ca,33.875577,-117.570384,5102,2021.0,5.0,2.0,24811.0,0,0.0267
stockton,12995,2012.0,honda,Other,excellent,Unknown,gas,19240.0,clean,automatic,fwd,Unknown,hatchback,white,ca,38.624208,-121.401038,5162,2021.0,4.0,9.0,2137.777777777778,0,0.0545
ocala,16990,2016.0,kia,Other,good,Unknown,gas,17631.0,clean,other,fwd,Unknown,coupe,Unknown,fl,29.18,-82.13,4083,2021.0,5.0,5.0,3526.2,0,0.0204
sarasota-bradenton,17990,2017.0,mazda,Other,good,Unknown,gas,44997.0,clean,other,fwd,Unknown,hatchback,Unknown,fl,27.33,-82.54,4298,2021.0,4.0,4.0,11249.25,0,0.0144
"washington, DC",6850,2010.0,toyota,Other,Unknown,4 cylinders,gas,120000.0,clean,automatic,fwd,full-size,sedan,Unknown,dc,39.1355,-77.2822,1357,2021.0,4.0,11.0,10909.09090909091,0,0.09435
Other,6980,2008.0,toyota,Other,Unknown,6 cylinders,gas,158888.0,Unknown,automatic,fwd,Unknown,sedan,silver,al,33.209789,-86.783493,3186,2021.0,5.0,13.0,12222.153846153846,1,0.09435
south florida,13999,2013.0,cadillac,Other,like new,Unknown,gas,133000.0,clean,automatic,Unknown,Unknown,SUV,black,fl,25.9894,-80.2153,4141,2021.0,5.0,8.0,16625.0,0,0.01445
Other,29590,2018.0,cadillac,Other,good,6 cylinders,gas,22024.0,clean,other,Unknown,Unknown,other,black,ga,33.45,-81.99,3944,2021.0,4.0,3.0,7341.333333333333,0,0.01445
anchorage / mat-su,21999,2010.0,chevrolet,Other,Unknown,8 cylinders,other,136299.0,clean,automatic,4wd,Unknown,SUV,blue,ak,61.1194,-149.8974,2032,2021.0,5.0,11.0,12390.818181818182,0,0.11195
fort collins / north CO,22990,2018.0,cadillac,Other,good,Unknown,gas,26937.0,clean,other,rwd,Unknown,sedan,silver,co,40.55,-105.06,4135,2021.0,4.0,3.0,8979.0,0,0.01445
ventura county,3000,2006.0,kia,Other,excellent,Unknown,gas,189583.0,clean,manual,Unknown,compact,hatchback,silver,ca,34.1822,-119.216,338,2021.0,4.0,15.0,12638.866666666667,1,0.0204
sarasota-bradenton,68788,2015.0,ford,f-250,Unknown,Unknown,diesel,31236.0,clean,automatic,4wd,Unknown,pickup,black,fl,27.26977,-82.48229,1707,2021.0,4.0,6.0,5206.0,0,0.1533
sarasota-bradenton,35995,2016.0,ford,Other,Unknown,8 cylinders,diesel,174123.0,clean,automatic,4wd,Unknown,truck,silver,fl,28.1762,-81.9591,679,2021.0,4.0,5.0,34824.6,1,0.1533
bakersfield,34990,2019.0,audi,Other,good,Unknown,gas,12312.0,clean,other,Unknown,Unknown,sedan,white,ca,35.38,-119.02,4081,2021.0,4.0,2.0,6156.0,0,0.01865
ventura county,6750,2011.0,toyota,prius,good,4 cylinders,gas,140000.0,clean,automatic,fwd,Unknown,Unknown,white,ca,34.1419,-118.6641,441,2021.0,4.0,10.0,14000.0,0,0.09435
orlando,16900,2018.0,ford,Other,Unknown,4 cylinders,hybrid,31204.0,clean,automatic,fwd,compact,wagon,custom,fl,28.792413,-81.231302,9024,2021.0,4.0,3.0,10401.333333333334,0,0.1533
orange county,17995,2013.0,ford,f-150,Unknown,Unknown,gas,17995.0,clean,automatic,Unknown,Unknown,Unknown,Unknown,ca,33.8263,-117.8511,341,2021.0,5.0,8.0,2249.375,0,0.1533
treasure coast,14700,2018.0,ford,Other,excellent,8 cylinders,gas,230223.0,clean,automatic,rwd,full-size,pickup,blue,fl,27.234099,-80.829894,2704,2021.0,5.0,3.0,76741.0,1,0.1533
redding,11995,2016.0,nissan,sentra,excellent,Unknown,gas,50282.0,clean,automatic,fwd,Unknown,Unknown,Unknown,ca,40.57218,-122.368589,4493,2021.0,4.0,5.0,10056.4,0,0.04915
san diego,14495,2014.0,subaru,forester,excellent,4 cylinders,gas,55499.0,clean,automatic,4wd,Unknown,hatchback,blue,ca,32.792983,-117.09681,1505,2021.0,5.0,7.0,7928.428571428572,0,0.0224
palm springs,6900,2013.0,mazda,Other,excellent,4 cylinders,gas,111000.0,clean,automatic,Unknown,Unknown,sedan,Unknown,ca,33.745144,-116.351803,5388,2021.0,4.0,8.0,13875.0,0,0.0144
Other,13990,2013.0,volvo,Other,good,Unknown,gas,94192.0,clean,other,fwd,Unknown,sedan,black,az,31.59,-110.17,4255,2021.0,4.0,8.0,11774.0,0,0.00935
los angeles,8500,2012.0,kia,Other,good,4 cylinders,gas,138000.0,clean,automatic,fwd,full-size,sedan,grey,ca,33.9909,-118.1532,142,2021.0,5.0,9.0,15333.333333333334,0,0.0204
bakersfield,19997,2001.0,toyota,Other,Unknown,6 cylinders,gas,235351.0,clean,automatic,4wd,Unknown,SUV,silver,ca,45.5472,-122.5001,3225,2021.0,4.0,20.0,11767.55,1,0.09435
Other,13990,2009.0,toyota,tundra,Unknown,Unknown,gas,177000.0,clean,automatic,Unknown,Unknown,Unknown,Unknown,fl,30.4874,-84.3189,266,2021.0,4.0,12.0,14750.0,1,0.09435
new haven,4495,2007.0,hyundai,Other,Unknown,6 cylinders,other,87100.0,clean,manual,fwd,Unknown,Unknown,silver,ct,41.512139,-73.021803,4881,2021.0,4.0,14.0,6221.428571428572,0,0.0267
Other,17998,2012.0,bmw,Other,Unknown,6 cylinders,gas,62665.0,clean,automatic,rwd,mid-size,sedan,grey,ga,,,7516,2021.0,4.0,9.0,6962.777777777777,0,0.0387
Other,45994,2020.0,ford,Other,Unknown,Unknown,hybrid,3184.0,clean,automatic,Unknown,Unknown,Unknown,Unknown,fl,29.803877,-82.52738,1980,2021.0,4.0,1.0,3184.0,0,0.1533
ft myers / SW florida,11900,2005.0,toyota,Other,excellent,8 cylinders,gas,159000.0,clean,automatic,Unknown,Unknown,Unknown,Unknown,fl,26.153009,-81.766589,495,2021.0,5.0,16.0,9937.5,1,0.09435
